trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.258100,-0.041900,2.4600,-4.1500,0.0000,none,2.4600,0.0000,-713.9870,4435.9780,7839.8320,-247.4409,1557.9095,4516.2457,9036.0746
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.259100,-0.040900,2.4600,-4.1500,0.0517,none,2.4600,0.0000,-717.5930,4436.5810,7842.7360,-251.0469,1558.5125,4519.1497,9039.1758
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.259500,-0.040500,2.4600,-4.1500,0.1397,none,2.4600,0.0000,-716.3910,4435.9780,7842.7360,-249.8449,1557.9095,4519.1497,9038.7845
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.259600,-0.040400,2.4600,-4.1500,0.2277,none,2.4600,0.0000,-715.7900,4433.5750,7835.9600,-249.2439,1555.5065,4512.3737,9031.6782
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.258700,-0.041300,2.4600,-4.1500,0.3170,none,2.4600,0.0000,-712.7850,4437.1830,7847.5760,-246.2389,1559.1145,4523.9897,9043.2906
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.258700,-0.041300,2.4600,-4.1500,0.4042,none,2.4600,0.0000,-716.3910,4431.7730,7848.5440,-249.8449,1553.7045,4524.9577,9041.7626
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.256800,-0.043200,2.4600,-4.1500,0.4921,none,2.4600,0.0000,-716.9920,4438.3830,7842.7360,-250.4459,1560.3145,4519.1497,9040.0127
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.254500,-0.045500,2.4600,-4.1500,0.5804,none,2.4600,0.0000,-718.1940,4440.1860,7839.8320,-251.6479,1562.1175,4516.2457,9038.4744
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.253500,-0.046500,2.4600,-4.1500,0.6690,none,2.4600,0.0000,-716.9920,4434.7780,7847.5760,-250.4459,1556.7095,4523.9897,9042.4434
1,430,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.30000,4.253800,-0.046200,2.4600,-4.1500,0.7563,none,2.4600,0.0000,-717.5930,4436.5810,7841.7680,-251.0469,1558.5125,4518.1817,9038.3359
