session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,d_target_mm,d_preload_mm,d_direct_mm,d_return_mm,d_diff_mm,F_direct_N,F_return_N,delta_F_N,Bmag_direct_uT,Bmag_return_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_N,same_d_ok,force_split_ok,b_signal_ok,verdict
session_20260623_091618,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,300,3.0000,3.2000,3.0000,3.0100,+0.0100,8.152000,7.252400,-0.899600,9175.0412,9311.3295,+136.2883,-6.6110,+24.6410,+134.5550,136.9523,-151.4988,1,1,1,strong
session_20260623_091618,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,300,3.0000,3.2000,2.9900,3.0000,+0.0100,8.254300,7.369900,-0.884400,9189.7893,9325.1700,+135.3807,-6.0100,+25.2420,+132.6190,135.1336,-153.0763,1,1,1,strong
session_20260623_091618,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,300,3.0000,3.2000,2.9900,3.0000,+0.0100,8.239300,7.363950,-0.875350,9184.4931,9313.7518,+129.2587,-5.4090,+27.0450,+125.8400,128.8270,-147.6651,1,1,1,strong
