trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.783200,-0.016800,1.4400,-2.0300,0.0000,none,1.4400,0.0000,-1134.0860,9224.1440,5157.5040,-275.1903,2896.4993,1758.1510,10628.7737
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.783600,-0.016400,1.4400,-2.0300,0.0595,none,1.4400,0.0000,-1133.4850,9233.1620,5162.3440,-274.5893,2905.5173,1762.9910,10638.8845
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.782000,-0.018000,1.4400,-2.0300,0.1480,none,1.4400,0.0000,-1134.0860,9231.3590,5163.3120,-275.1903,2903.7143,1763.9590,10637.8537
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.782200,-0.017800,1.4400,-2.0300,0.2363,none,1.4400,0.0000,-1134.6870,9228.3520,5161.3750,-275.7913,2900.7073,1762.0220,10634.3682
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.782700,-0.017300,1.4400,-2.0300,0.3246,none,1.4400,0.0000,-1132.8840,9236.1650,5160.4080,-273.9883,2908.5203,1761.0550,10640.4878
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.782400,-0.017600,1.4400,-2.0300,0.4129,none,1.4400,0.0000,-1137.6920,9225.9460,5148.7910,-278.7963,2898.3013,1749.4380,10626.4986
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.781500,-0.018500,1.4400,-2.0300,0.5012,none,1.4400,0.0000,-1132.8840,9233.7650,5160.4080,-273.9883,2906.1203,1761.0550,10638.4046
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.780600,-0.019400,1.4400,-2.0300,0.5894,none,1.4400,0.0000,-1133.4850,9231.3590,5159.4400,-274.5893,2903.7143,1760.0870,10635.9108
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.781500,-0.018500,1.4400,-2.0300,0.6780,none,1.4400,0.0000,-1135.8890,9233.7650,5161.3750,-276.9933,2906.1203,1762.0220,10639.1941
2,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.781700,-0.018300,1.4400,-2.0300,0.7663,none,1.4400,0.0000,-1133.4850,9225.9460,5155.5700,-274.5893,2898.3013,1756.2170,10629.3353
