trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.773300,-0.026700,1.4400,-2.0300,0.0000,down,1.4600,-0.0200,-1137.6920,9251.1890,5136.2080,-278.7963,2923.5443,1736.8550,10642.3434
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.773300,-0.026700,1.4600,-2.0500,4.2137,down,1.4800,-0.0200,-1135.8890,9249.9890,5139.1120,-276.9933,2922.3443,1739.7590,10642.5097
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.773600,-0.026400,1.4800,-2.0700,8.3678,down,1.5000,-0.0200,-1133.4850,9251.1890,5141.0470,-274.5893,2923.5443,1741.6940,10644.2309
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.773900,-0.026100,1.5000,-2.0900,12.5150,down,1.5200,-0.0200,-1132.8840,9242.1760,5141.0470,-273.9883,2914.5313,1741.6940,10636.3343
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.775200,-0.024800,1.5200,-2.1100,16.6687,down,1.5400,-0.0200,-1141.2980,9251.7910,5142.0150,-282.4023,2924.1463,1742.6620,10646.0564
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.772800,-0.027200,1.5400,-2.1300,20.8152,down,1.5600,-0.0200,-1140.0960,9249.9890,5143.9520,-281.2003,2922.3443,1744.5990,10645.2974
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.772800,-0.027200,1.5600,-2.1500,24.9549,down,1.5900,-0.0300,-1138.2930,9248.7840,5129.4320,-279.3973,2921.1393,1730.0790,10637.0479
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.772800,-0.027200,1.5900,-2.1800,29.0954,down,1.6100,-0.0200,-1132.2830,9248.1860,5135.2400,-273.3873,2920.5413,1735.8870,10638.6888
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.773900,-0.026100,1.6100,-2.2000,33.2112,down,1.6300,-0.0200,-1135.2890,9251.1890,5140.0800,-276.3933,2923.5443,1740.7270,10643.9561
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.772500,-0.027500,1.6300,-2.2200,37.3536,down,1.6500,-0.0200,-1134.6870,9249.9890,5129.4320,-275.7913,2922.3443,1730.0790,10637.7105
