trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.444700,-0.055300,2.5800,-4.1700,0.0000,down,2.5800,0.0000,-713.9870,4455.2100,7907.5920,-254.4777,1601.2730,4628.4376,9104.3223
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.441700,-0.058300,2.5800,-4.1700,4.1965,down,2.5800,0.0000,-708.5780,4463.0230,7918.2400,-249.0687,1609.0860,4639.0856,9116.9722
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.440600,-0.059400,2.5800,-4.1700,8.3309,down,2.5800,0.0000,-720.5980,4462.4240,7917.2720,-261.0887,1608.4870,4638.1176,9116.7804
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.442200,-0.057800,2.5800,-4.1700,12.4582,down,2.5800,0.0000,-716.3910,4463.0230,7919.2080,-256.8817,1609.0860,4640.0536,9118.4234
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.441700,-0.058300,2.5800,-4.1700,16.6092,down,2.5800,0.0000,-717.5930,4464.2260,7913.4000,-258.0837,1610.2890,4634.2456,9114.0635
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.440800,-0.059200,2.5800,-4.1700,20.7676,down,2.5800,0.0000,-717.5930,4463.0230,7908.5620,-258.0837,1609.0860,4629.4076,9109.2737
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.438900,-0.061100,2.5800,-4.1700,24.8974,down,2.5800,0.0000,-713.9870,4458.8160,7915.3360,-254.4777,1604.8790,4636.1816,9112.8130
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.438100,-0.061900,2.5800,-4.1700,29.0481,down,2.5800,0.0000,-719.3960,4457.0150,7916.3040,-259.8867,1603.0780,4637.1496,9113.1982
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.437900,-0.062100,2.5800,-4.1700,33.2035,down,2.5800,0.0000,-714.5880,4460.0210,7911.4630,-255.0787,1606.0840,4632.3086,9110.0862
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.439100,-0.060900,2.5800,-4.1700,37.3670,down,2.5800,0.0000,-719.3960,4461.8230,7914.3670,-259.8867,1607.8860,4635.2126,9113.8686
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.438600,-0.061400,2.5800,-4.1700,41.5010,down,2.5800,0.0000,-715.7900,4460.0210,7911.4630,-256.2807,1606.0840,4632.3086,9110.1805
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.436600,-0.063400,2.5800,-4.1700,45.6436,down,2.5800,0.0000,-713.3860,4458.2180,7911.4630,-253.8767,1604.2810,4632.3086,9109.1094
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.436300,-0.063700,2.5800,-4.1700,49.7855,down,2.5800,0.0000,-710.9820,4465.4290,7906.6240,-251.4727,1611.4920,4627.4696,9108.2520
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.434800,-0.065200,2.5800,-4.1700,53.9162,down,2.5800,0.0000,-715.7900,4457.0150,7911.4630,-256.2807,1603.0780,4632.3086,9108.7093
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.436300,-0.063700,2.5800,-4.1700,58.0745,down,2.5800,0.0000,-720.5980,4461.8230,7905.6560,-261.0887,1607.8860,4626.5016,9106.4001
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.435300,-0.064700,2.5800,-4.1700,62.2057,down,2.5800,0.0000,-717.5930,4458.8160,7915.3360,-258.0837,1604.8790,4636.1816,9113.0963
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.432100,-0.067900,2.5800,-4.1700,66.3536,down,2.5800,0.0000,-716.3910,4462.4240,7918.2400,-256.8817,1608.4870,4639.0856,9117.2895
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.433600,-0.066400,2.5800,-4.1700,70.4860,down,2.5800,0.0000,-722.4010,4461.8230,7920.1760,-262.8917,1607.8860,4641.0216,9119.1510
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.433700,-0.066300,2.5800,-4.1700,74.6141,down,2.5800,0.0000,-715.7900,4458.8160,7915.3360,-256.2807,1604.8790,4636.1816,9112.9545
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.432500,-0.067500,2.5800,-4.1700,78.7484,down,2.5800,0.0000,-714.5880,4463.6240,7911.4630,-255.0787,1609.6870,4632.3086,9111.8506
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.431000,-0.069000,2.5800,-4.1700,82.8678,down,2.5800,0.0000,-718.1940,4460.0210,7913.4000,-258.6847,1606.0840,4634.2456,9112.0519
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.431300,-0.068700,2.5800,-4.1700,87.0217,down,2.5800,0.0000,-715.1890,4457.0150,7917.2720,-255.6797,1603.0780,4638.1176,9113.7080
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.432500,-0.067500,2.5800,-4.1700,91.1464,down,2.5800,0.0000,-715.1890,4464.2260,7916.3040,-255.6797,1610.2890,4637.1496,9116.3961
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.430700,-0.069300,2.5800,-4.1700,95.2771,down,2.5800,0.0000,-719.9980,4457.6160,7916.3040,-260.4887,1603.6790,4637.1496,9113.5397
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.430800,-0.069200,2.5800,-4.1700,99.4545,down,2.5800,0.0000,-718.7950,4457.0150,7906.6240,-259.2857,1603.0780,4627.4696,9104.7434
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.429300,-0.070700,2.5800,-4.1700,103.5913,down,2.5800,0.0000,-712.1840,4461.8230,7911.4630,-252.6747,1607.8860,4632.3086,9110.7803
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.429600,-0.070400,2.5800,-4.1700,107.7519,down,2.5800,0.0000,-715.1890,4463.0230,7911.4630,-255.6797,1609.0860,4632.3086,9111.6034
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.428400,-0.071600,2.5800,-4.1700,111.8956,down,2.5800,0.0000,-719.9980,4459.4180,7916.3040,-260.4887,1605.4810,4637.1496,9114.4213
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.427200,-0.072800,2.5800,-4.1700,116.0474,down,2.5800,0.0000,-719.9980,4460.6180,7915.3360,-260.4887,1606.6810,4636.1816,9114.1678
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.426500,-0.073500,2.5800,-4.1700,120.1807,down,2.5800,0.0000,-712.7850,4461.8230,7909.5280,-253.2757,1607.8860,4630.3736,9109.1471
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.424500,-0.075500,2.5800,-4.1700,124.3245,down,2.5800,0.0000,-716.3910,4458.8160,7913.4000,-256.8817,1604.8790,4634.2456,9111.3202
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.425600,-0.074400,2.5800,-4.1700,128.5005,down,2.5800,0.0000,-712.7850,4463.6240,7911.4630,-253.2757,1609.6870,4632.3086,9111.7094
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.425600,-0.074400,2.5800,-4.1700,132.6393,down,2.5800,0.0000,-717.5930,4461.2210,7908.5620,-258.0837,1607.2840,4629.4076,9108.3909
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.425500,-0.074500,2.5800,-4.1700,136.7598,down,2.5800,0.0000,-721.1990,4457.0150,7914.3670,-261.6897,1603.0780,4635.2126,9111.6582
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.422800,-0.077200,2.5800,-4.1700,140.9257,down,2.5800,0.0000,-713.3860,4459.4180,7917.2720,-253.8767,1605.4810,4638.1176,9114.7421
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.418300,-0.081700,2.5800,-4.1700,145.0862,down,2.5800,0.0000,-716.3910,4460.0210,7917.2720,-256.8817,1606.0840,4638.1176,9115.2729
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.421500,-0.078500,2.5800,-4.1700,149.2244,down,2.5800,0.0000,-713.3860,4459.4180,7909.5280,-253.8767,1605.4810,4630.3736,9108.0163
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.424000,-0.076000,2.5800,-4.1700,153.3762,down,2.5800,0.0000,-712.1840,4456.4130,7912.4320,-252.6747,1602.4760,4633.2776,9108.9738
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.422500,-0.077500,2.5800,-4.1700,157.5206,down,2.5800,0.0000,-712.7850,4459.4180,7913.4000,-253.2757,1605.4810,4634.2456,9111.3320
